programId,programParticipantId,Amount,CreatedBy
PRG-0015,1692,3000.0,Andrea Fortuny
PRG-0015,1598,3000.0,Aryna Siamashka
PRG-0015,180,6000.0,Aryna Siamashka
PRG-0015,979,9000.0,Adam Puzyna
PRG-0015,3479,4000.0,Andrea Fortuny
PRG-0015,799,8000.0,Aryna Siamashka
PRG-0015,2195,7000.0,Fidan Aliyeva
PRG-0015,929,10000.0,Andrea Fortuny
PRG-0015,3186,4000.0,Emin Suleymanov
PRG-0015,3253,5000.0,Aryna Siamashka
PRG-0015,852,8000.0,Fidan Aliyeva
PRG-0015,1778,5000.0,Aryna Siamashka
PRG-0015,1393,3000.0,Aryna Siamashka
PRG-0015,2028,3000.0,Fidan Aliyeva
PRG-0015,314,4000.0,Emin Suleymanov
PRG-0015,416,7000.0,Emin Suleymanov
PRG-0015,2706,8000.0,Fidan Aliyeva
PRG-0015,968,6000.0,Fidan Aliyeva
PRG-0015,217,8000.0,Fidan Aliyeva
PRG-0015,1516,2000.0,Adam Puzyna
PRG-0010,3165,10000.0,Emin Suleymanov
PRG-0010,389,2000.0,Andrea Fortuny
PRG-0010,329,6000.0,Andrea Fortuny
PRG-0010,3107,3000.0,Adam Puzyna
PRG-0010,580,6000.0,Aryna Siamashka
PRG-0010,3348,3000.0,Fidan Aliyeva
PRG-0010,948,4000.0,Emin Suleymanov
PRG-0010,3305,3000.0,Fidan Aliyeva
PRG-0010,790,5000.0,Aryna Siamashka
PRG-0010,635,6000.0,Emin Suleymanov
PRG-0010,1785,8000.0,Aryna Siamashka
PRG-0010,562,3000.0,Emin Suleymanov
PRG-0010,3130,10000.0,Aryna Siamashka
PRG-0010,1613,10000.0,Emin Suleymanov
PRG-0010,788,5000.0,Fidan Aliyeva
PRG-0010,1234,10000.0,Aryna Siamashka
PRG-0010,2657,5000.0,Fidan Aliyeva
PRG-0010,2356,8000.0,Andrea Fortuny
PRG-0010,2329,2000.0,Aryna Siamashka
PRG-0010,300,3000.0,Adam Puzyna
PRG-0010,2348,8000.0,Andrea Fortuny
PRG-0010,133,5000.0,Adam Puzyna
PRG-0010,1301,8000.0,Adam Puzyna
PRG-0010,2895,8000.0,Aryna Siamashka
PRG-0010,3066,3000.0,Adam Puzyna
PRG-0010,3236,6000.0,Fidan Aliyeva
PRG-0010,88,5000.0,Adam Puzyna
PRG-0010,1091,10000.0,Fidan Aliyeva
PRG-0010,611,6000.0,Adam Puzyna
PRG-0010,3420,7000.0,Fidan Aliyeva
PRG-0010,2939,6000.0,Fidan Aliyeva
PRG-0010,610,5000.0,Adam Puzyna
PRG-0010,1404,5000.0,Andrea Fortuny
PRG-0010,2384,6000.0,Fidan Aliyeva
PRG-0010,1545,4000.0,Andrea Fortuny
PRG-0010,2582,10000.0,Andrea Fortuny
PRG-0010,1615,8000.0,Andrea Fortuny
PRG-0010,1895,3000.0,Andrea Fortuny
PRG-0010,1786,4000.0,Aryna Siamashka
PRG-0010,3457,2000.0,Aryna Siamashka
PRG-0010,2363,10000.0,Fidan Aliyeva
PRG-0010,2166,5000.0,Adam Puzyna
PRG-0010,2054,9000.0,Fidan Aliyeva
PRG-0010,1033,9000.0,Andrea Fortuny
PRG-0010,3352,10000.0,Emin Suleymanov
PRG-0010,616,8000.0,Adam Puzyna
PRG-0010,1047,6000.0,Fidan Aliyeva
PRG-0010,2376,6000.0,Emin Suleymanov
PRG-0010,1592,5000.0,Emin Suleymanov
PRG-0010,1454,5000.0,Emin Suleymanov
PRG-0010,1337,2000.0,Andrea Fortuny
PRG-0010,1510,6000.0,Fidan Aliyeva
PRG-0010,2677,5000.0,Adam Puzyna
PRG-0010,665,10000.0,Emin Suleymanov
PRG-0010,1285,4000.0,Aryna Siamashka
PRG-0010,1991,5000.0,Emin Suleymanov
PRG-0010,3377,9000.0,Aryna Siamashka
PRG-0010,3084,10000.0,Adam Puzyna
PRG-0010,433,6000.0,Aryna Siamashka
PRG-0010,137,9000.0,Andrea Fortuny
PRG-0010,582,7000.0,Adam Puzyna
PRG-0010,2645,9000.0,Fidan Aliyeva
PRG-0010,1939,3000.0,Andrea Fortuny
PRG-0010,2465,4000.0,Andrea Fortuny
PRG-0010,1246,10000.0,Emin Suleymanov
PRG-0010,2059,8000.0,Andrea Fortuny
PRG-0010,142,2000.0,Fidan Aliyeva
PRG-0010,3315,6000.0,Andrea Fortuny
PRG-0010,649,8000.0,Andrea Fortuny
PRG-0010,2440,8000.0,Andrea Fortuny
PRG-0010,1891,9000.0,Adam Puzyna
PRG-0010,2736,3000.0,Fidan Aliyeva
PRG-0010,1623,4000.0,Emin Suleymanov
PRG-0010,1577,5000.0,Fidan Aliyeva
PRG-0010,1156,10000.0,Emin Suleymanov
PRG-0010,182,6000.0,Andrea Fortuny
PRG-0010,698,2000.0,Fidan Aliyeva
PRG-0010,2925,8000.0,Emin Suleymanov
PRG-0010,3172,10000.0,Emin Suleymanov
PRG-0010,1261,5000.0,Emin Suleymanov
PRG-0010,67,7000.0,Andrea Fortuny
PRG-0010,1858,9000.0,Adam Puzyna
PRG-0010,3109,10000.0,Fidan Aliyeva
PRG-0010,2512,3000.0,Aryna Siamashka
PRG-0010,1183,6000.0,Fidan Aliyeva
PRG-0010,3215,7000.0,Fidan Aliyeva
PRG-0010,915,8000.0,Andrea Fortuny
PRG-0010,2400,8000.0,Andrea Fortuny
PRG-0010,362,4000.0,Adam Puzyna
PRG-0010,575,4000.0,Adam Puzyna
PRG-0010,1150,7000.0,Fidan Aliyeva
PRG-0010,2445,2000.0,Fidan Aliyeva
PRG-0010,1285,8000.0,Andrea Fortuny
PRG-0010,3346,4000.0,Emin Suleymanov
PRG-0010,2740,3000.0,Adam Puzyna
PRG-0010,2833,3000.0,Fidan Aliyeva
PRG-0010,620,4000.0,Emin Suleymanov
PRG-0010,940,2000.0,Fidan Aliyeva
PRG-0010,1619,4000.0,Emin Suleymanov
PRG-0010,632,6000.0,Adam Puzyna
PRG-0010,2913,8000.0,Aryna Siamashka
PRG-0010,2452,2000.0,Emin Suleymanov
PRG-0010,2980,2000.0,Andrea Fortuny
PRG-0014,2788,8000.0,Fidan Aliyeva
PRG-0014,1100,3000.0,Fidan Aliyeva
PRG-0014,2743,2000.0,Adam Puzyna
PRG-0014,1777,8000.0,Emin Suleymanov
PRG-0014,2748,5000.0,Emin Suleymanov
PRG-0014,2104,5000.0,Fidan Aliyeva
PRG-0014,2907,9000.0,Aryna Siamashka
PRG-0014,2241,10000.0,Emin Suleymanov
PRG-0014,1659,4000.0,Fidan Aliyeva
PRG-0014,1917,4000.0,Emin Suleymanov
PRG-0014,3244,3000.0,Andrea Fortuny
PRG-0014,2678,8000.0,Andrea Fortuny
PRG-0014,505,2000.0,Adam Puzyna
PRG-0014,1748,7000.0,Adam Puzyna
PRG-0014,2333,8000.0,Adam Puzyna
PRG-0014,344,7000.0,Fidan Aliyeva
PRG-0014,1370,9000.0,Adam Puzyna
PRG-0014,119,5000.0,Fidan Aliyeva
PRG-0014,1457,7000.0,Fidan Aliyeva
PRG-0014,755,7000.0,Aryna Siamashka
PRG-0014,2013,6000.0,Emin Suleymanov
PRG-0014,1932,7000.0,Emin Suleymanov
PRG-0014,1901,9000.0,Adam Puzyna
PRG-0014,2221,8000.0,Emin Suleymanov
PRG-0014,1733,3000.0,Emin Suleymanov
PRG-0014,3434,4000.0,Emin Suleymanov
PRG-0014,3400,7000.0,Andrea Fortuny
PRG-0014,2932,3000.0,Adam Puzyna
PRG-0014,2744,2000.0,Emin Suleymanov
PRG-0014,2533,4000.0,Aryna Siamashka
PRG-0014,193,8000.0,Emin Suleymanov
PRG-0014,2713,5000.0,Emin Suleymanov
PRG-0014,3411,10000.0,Emin Suleymanov
PRG-0014,3403,3000.0,Emin Suleymanov
PRG-0014,3428,2000.0,Adam Puzyna
PRG-0014,969,3000.0,Fidan Aliyeva
PRG-0014,1772,4000.0,Andrea Fortuny
PRG-0014,2140,7000.0,Emin Suleymanov
PRG-0014,1024,5000.0,Andrea Fortuny
PRG-0014,1454,7000.0,Fidan Aliyeva
PRG-0014,344,2000.0,Andrea Fortuny
PRG-0014,1041,9000.0,Andrea Fortuny
PRG-0014,2751,10000.0,Fidan Aliyeva
PRG-0014,282,6000.0,Andrea Fortuny
PRG-0014,304,5000.0,Adam Puzyna
PRG-0014,2933,8000.0,Adam Puzyna
PRG-0014,2518,3000.0,Andrea Fortuny
PRG-0014,3020,10000.0,Fidan Aliyeva
PRG-0014,3137,8000.0,Adam Puzyna
PRG-0014,1288,6000.0,Emin Suleymanov
PRG-0014,2543,5000.0,Emin Suleymanov
PRG-0014,246,4000.0,Adam Puzyna
PRG-0014,2531,8000.0,Fidan Aliyeva
PRG-0014,752,9000.0,Emin Suleymanov
PRG-0014,2553,9000.0,Aryna Siamashka
PRG-0014,2338,7000.0,Emin Suleymanov
PRG-0014,429,7000.0,Andrea Fortuny
PRG-0014,2870,2000.0,Andrea Fortuny
PRG-0014,125,7000.0,Andrea Fortuny
PRG-0014,476,2000.0,Fidan Aliyeva
PRG-0014,723,5000.0,Adam Puzyna
PRG-0014,888,5000.0,Emin Suleymanov
PRG-0014,1786,8000.0,Fidan Aliyeva
PRG-0014,3118,9000.0,Emin Suleymanov
PRG-0014,3398,7000.0,Emin Suleymanov
PRG-0014,455,10000.0,Fidan Aliyeva
PRG-0014,3309,8000.0,Fidan Aliyeva
PRG-0014,1709,4000.0,Fidan Aliyeva
PRG-0014,3054,4000.0,Adam Puzyna
PRG-0014,1699,7000.0,Fidan Aliyeva
PRG-0014,83,9000.0,Emin Suleymanov
PRG-0014,618,7000.0,Aryna Siamashka
PRG-0014,830,9000.0,Aryna Siamashka
PRG-0014,1128,5000.0,Adam Puzyna
PRG-0014,2881,6000.0,Andrea Fortuny
PRG-0014,3468,5000.0,Adam Puzyna
PRG-0014,3186,8000.0,Adam Puzyna
PRG-0014,2484,2000.0,Emin Suleymanov
PRG-0014,2631,6000.0,Aryna Siamashka
PRG-0014,2057,3000.0,Andrea Fortuny
PRG-0014,2934,3000.0,Fidan Aliyeva
PRG-0014,3375,8000.0,Aryna Siamashka
PRG-0014,1649,2000.0,Aryna Siamashka
PRG-0014,3462,6000.0,Adam Puzyna
PRG-0014,167,6000.0,Adam Puzyna
PRG-0014,271,9000.0,Emin Suleymanov
PRG-0014,2357,8000.0,Fidan Aliyeva
PRG-0014,3075,4000.0,Adam Puzyna
PRG-0014,2970,6000.0,Emin Suleymanov
PRG-0014,1905,5000.0,Adam Puzyna
PRG-0014,200,3000.0,Adam Puzyna
PRG-0014,1377,10000.0,Aryna Siamashka
PRG-0014,341,9000.0,Aryna Siamashka
PRG-0014,862,4000.0,Fidan Aliyeva
PRG-0014,1718,10000.0,Adam Puzyna
PRG-0014,3216,6000.0,Fidan Aliyeva
PRG-0014,1965,7000.0,Fidan Aliyeva
PRG-0014,784,3000.0,Aryna Siamashka
PRG-0014,1675,10000.0,Fidan Aliyeva
PRG-0014,1785,6000.0,Adam Puzyna
PRG-0014,2521,8000.0,Adam Puzyna
PRG-0014,3387,10000.0,Fidan Aliyeva
PRG-0014,1369,8000.0,Adam Puzyna
PRG-0014,3396,7000.0,Aryna Siamashka
PRG-0014,2310,2000.0,Adam Puzyna
PRG-0014,1867,8000.0,Fidan Aliyeva
PRG-0014,3270,7000.0,Andrea Fortuny
PRG-0014,2044,4000.0,Andrea Fortuny
PRG-0014,2610,8000.0,Emin Suleymanov
PRG-0014,658,6000.0,Adam Puzyna
PRG-0014,1114,7000.0,Aryna Siamashka
PRG-0014,22,5000.0,Aryna Siamashka
PRG-0014,2347,10000.0,Emin Suleymanov
PRG-0014,3197,5000.0,Emin Suleymanov
PRG-0014,2999,2000.0,Fidan Aliyeva
PRG-0014,955,3000.0,Fidan Aliyeva
PRG-0014,1306,5000.0,Emin Suleymanov
PRG-0014,2456,10000.0,Fidan Aliyeva
PRG-0014,597,4000.0,Aryna Siamashka
PRG-0014,2346,3000.0,Fidan Aliyeva
PRG-0014,231,5000.0,Fidan Aliyeva
PRG-0014,2584,4000.0,Aryna Siamashka
PRG-0014,2020,3000.0,Fidan Aliyeva
PRG-0014,1740,4000.0,Adam Puzyna
PRG-0014,655,8000.0,Adam Puzyna
PRG-0014,2017,6000.0,Emin Suleymanov
PRG-0014,2729,9000.0,Aryna Siamashka
PRG-0014,3463,9000.0,Aryna Siamashka
PRG-0014,176,6000.0,Aryna Siamashka
PRG-0014,957,10000.0,Emin Suleymanov
PRG-0014,317,10000.0,Emin Suleymanov
PRG-0014,2204,3000.0,Andrea Fortuny
PRG-0014,2496,2000.0,Adam Puzyna
PRG-0014,3042,10000.0,Emin Suleymanov
PRG-0014,1168,4000.0,Adam Puzyna
PRG-0014,2554,2000.0,Emin Suleymanov
PRG-0014,1650,10000.0,Fidan Aliyeva
PRG-0014,2325,5000.0,Fidan Aliyeva
PRG-0014,2790,7000.0,Emin Suleymanov
PRG-0009,3,3000.0,Andrea Fortuny
PRG-0009,2057,8000.0,Adam Puzyna
PRG-0009,2211,9000.0,Andrea Fortuny
PRG-0009,2413,10000.0,Andrea Fortuny
PRG-0009,692,7000.0,Fidan Aliyeva
PRG-0009,1991,6000.0,Fidan Aliyeva
PRG-0009,3252,6000.0,Adam Puzyna
PRG-0009,45,2000.0,Fidan Aliyeva
PRG-0009,1859,8000.0,Aryna Siamashka
PRG-0009,1797,4000.0,Fidan Aliyeva
PRG-0009,2788,9000.0,Fidan Aliyeva
PRG-0009,2153,8000.0,Fidan Aliyeva
PRG-0009,1502,6000.0,Emin Suleymanov
PRG-0009,2347,4000.0,Aryna Siamashka
PRG-0009,1752,2000.0,Emin Suleymanov
PRG-0009,2572,7000.0,Fidan Aliyeva
PRG-0009,168,9000.0,Andrea Fortuny
PRG-0009,1152,9000.0,Fidan Aliyeva
PRG-0009,3051,2000.0,Andrea Fortuny
PRG-0009,2307,10000.0,Aryna Siamashka
PRG-0009,121,2000.0,Andrea Fortuny
PRG-0009,2645,6000.0,Fidan Aliyeva
PRG-0009,2283,7000.0,Emin Suleymanov
PRG-0009,2254,10000.0,Fidan Aliyeva
PRG-0009,3156,10000.0,Adam Puzyna
PRG-0009,2486,5000.0,Adam Puzyna
PRG-0009,430,6000.0,Adam Puzyna
PRG-0009,3157,8000.0,Aryna Siamashka
PRG-0009,835,5000.0,Fidan Aliyeva
PRG-0009,788,10000.0,Emin Suleymanov
PRG-0009,139,9000.0,Emin Suleymanov
PRG-0009,3153,9000.0,Fidan Aliyeva
PRG-0009,764,6000.0,Aryna Siamashka
PRG-0009,204,9000.0,Andrea Fortuny
PRG-0009,2864,7000.0,Adam Puzyna
PRG-0009,2675,5000.0,Aryna Siamashka
PRG-0009,2732,2000.0,Aryna Siamashka
PRG-0009,1412,8000.0,Fidan Aliyeva
PRG-0009,2818,6000.0,Adam Puzyna
PRG-0009,2360,9000.0,Emin Suleymanov
PRG-0009,42,9000.0,Aryna Siamashka
PRG-0009,1804,2000.0,Fidan Aliyeva
PRG-0009,2998,9000.0,Emin Suleymanov
PRG-0009,2214,10000.0,Fidan Aliyeva
PRG-0009,3175,4000.0,Andrea Fortuny
PRG-0009,1334,10000.0,Emin Suleymanov
PRG-0009,307,3000.0,Emin Suleymanov
PRG-0009,241,7000.0,Andrea Fortuny
PRG-0009,1393,3000.0,Andrea Fortuny
PRG-0009,724,5000.0,Andrea Fortuny
PRG-0009,1819,8000.0,Fidan Aliyeva
PRG-0009,1218,2000.0,Adam Puzyna
PRG-0009,578,10000.0,Fidan Aliyeva
PRG-0009,1208,9000.0,Emin Suleymanov
PRG-0009,2866,10000.0,Aryna Siamashka
PRG-0009,370,3000.0,Emin Suleymanov
PRG-0009,3164,6000.0,Emin Suleymanov
PRG-0009,823,3000.0,Emin Suleymanov
PRG-0009,2919,8000.0,Aryna Siamashka
PRG-0009,1791,10000.0,Aryna Siamashka
PRG-0009,2883,9000.0,Fidan Aliyeva
PRG-0009,2537,7000.0,Adam Puzyna
PRG-0009,2846,5000.0,Aryna Siamashka
PRG-0009,1513,7000.0,Adam Puzyna
PRG-0009,1729,7000.0,Fidan Aliyeva
PRG-0009,563,4000.0,Andrea Fortuny
PRG-0009,1090,2000.0,Fidan Aliyeva
PRG-0009,1261,2000.0,Andrea Fortuny
PRG-0009,1613,9000.0,Fidan Aliyeva
PRG-0009,254,5000.0,Emin Suleymanov
PRG-0009,2729,9000.0,Emin Suleymanov
PRG-0009,3098,8000.0,Emin Suleymanov
PRG-0009,2599,10000.0,Andrea Fortuny
PRG-0009,2319,9000.0,Adam Puzyna
PRG-0009,3449,3000.0,Aryna Siamashka
PRG-0009,1066,8000.0,Aryna Siamashka
PRG-0009,456,2000.0,Adam Puzyna
PRG-0009,1864,6000.0,Andrea Fortuny
PRG-0009,13,3000.0,Emin Suleymanov
PRG-0009,2776,6000.0,Aryna Siamashka
PRG-0009,3380,8000.0,Aryna Siamashka
PRG-0009,233,9000.0,Andrea Fortuny
PRG-0009,2746,5000.0,Aryna Siamashka
PRG-0009,488,10000.0,Adam Puzyna
PRG-0009,2192,5000.0,Emin Suleymanov
PRG-0009,149,8000.0,Andrea Fortuny
PRG-0009,1086,8000.0,Adam Puzyna
PRG-0009,2773,7000.0,Fidan Aliyeva
PRG-0009,1214,4000.0,Fidan Aliyeva
PRG-0009,3460,10000.0,Andrea Fortuny
PRG-0009,2550,10000.0,Fidan Aliyeva
PRG-0009,782,8000.0,Emin Suleymanov
PRG-0009,554,2000.0,Adam Puzyna
PRG-0009,938,4000.0,Adam Puzyna
PRG-0009,1467,4000.0,Aryna Siamashka
PRG-0009,1621,2000.0,Adam Puzyna
PRG-0009,2561,2000.0,Aryna Siamashka
PRG-0009,968,3000.0,Emin Suleymanov
PRG-0009,1160,6000.0,Adam Puzyna
PRG-0009,2119,3000.0,Aryna Siamashka
PRG-0009,2145,3000.0,Fidan Aliyeva
PRG-0009,3030,9000.0,Andrea Fortuny
PRG-0009,98,7000.0,Adam Puzyna
PRG-0009,284,9000.0,Aryna Siamashka
PRG-0009,385,2000.0,Adam Puzyna
PRG-0009,2006,4000.0,Fidan Aliyeva
PRG-0009,1291,4000.0,Fidan Aliyeva
PRG-0009,627,5000.0,Andrea Fortuny
PRG-0009,3336,10000.0,Adam Puzyna
PRG-0009,595,6000.0,Emin Suleymanov
PRG-0009,1165,3000.0,Fidan Aliyeva
PRG-0009,2113,7000.0,Adam Puzyna
PRG-0009,2098,9000.0,Emin Suleymanov
PRG-0009,798,6000.0,Andrea Fortuny
PRG-0009,1084,7000.0,Fidan Aliyeva
PRG-0009,1857,4000.0,Emin Suleymanov
PRG-0009,372,5000.0,Adam Puzyna
PRG-0009,596,3000.0,Adam Puzyna
PRG-0009,2113,3000.0,Aryna Siamashka
PRG-0009,2567,8000.0,Fidan Aliyeva
PRG-0009,2341,5000.0,Adam Puzyna
PRG-0009,520,5000.0,Emin Suleymanov
PRG-0009,1987,10000.0,Andrea Fortuny
PRG-0009,2441,6000.0,Adam Puzyna
PRG-0009,527,7000.0,Aryna Siamashka
PRG-0009,1153,2000.0,Emin Suleymanov
PRG-0009,2610,9000.0,Andrea Fortuny
PRG-0009,87,4000.0,Aryna Siamashka
PRG-0009,1572,4000.0,Emin Suleymanov
PRG-0009,186,6000.0,Emin Suleymanov
PRG-0009,495,6000.0,Fidan Aliyeva
PRG-0009,404,10000.0,Andrea Fortuny
PRG-0009,3256,4000.0,Aryna Siamashka
PRG-0009,791,10000.0,Fidan Aliyeva
PRG-0009,2656,6000.0,Emin Suleymanov
PRG-0009,920,10000.0,Adam Puzyna
PRG-0009,1223,8000.0,Adam Puzyna
PRG-0009,1611,4000.0,Adam Puzyna
PRG-0009,614,9000.0,Andrea Fortuny
PRG-0009,741,10000.0,Aryna Siamashka
PRG-0009,2508,5000.0,Emin Suleymanov
PRG-0009,1658,3000.0,Fidan Aliyeva
PRG-0009,39,7000.0,Adam Puzyna
PRG-0009,2548,9000.0,Emin Suleymanov
PRG-0009,1899,9000.0,Fidan Aliyeva
PRG-0009,1407,6000.0,Andrea Fortuny
PRG-0009,2352,10000.0,Fidan Aliyeva
PRG-0009,1243,6000.0,Andrea Fortuny
PRG-0009,1881,7000.0,Fidan Aliyeva
PRG-0009,1987,10000.0,Andrea Fortuny
PRG-0009,554,7000.0,Fidan Aliyeva
PRG-0009,3323,2000.0,Andrea Fortuny
PRG-0009,2536,4000.0,Adam Puzyna
PRG-0009,639,5000.0,Emin Suleymanov
PRG-0009,2047,5000.0,Andrea Fortuny
PRG-0009,596,4000.0,Emin Suleymanov
PRG-0009,2852,2000.0,Emin Suleymanov
PRG-0009,2120,5000.0,Adam Puzyna
PRG-0009,778,10000.0,Adam Puzyna
PRG-0009,1019,4000.0,Fidan Aliyeva
PRG-0009,3434,4000.0,Fidan Aliyeva
PRG-0009,3003,6000.0,Andrea Fortuny
PRG-0009,1134,6000.0,Aryna Siamashka
PRG-0009,804,9000.0,Andrea Fortuny
PRG-0009,3129,3000.0,Fidan Aliyeva
PRG-0009,1872,3000.0,Adam Puzyna
PRG-0009,788,3000.0,Emin Suleymanov
PRG-0009,2671,8000.0,Adam Puzyna
PRG-0009,2442,7000.0,Adam Puzyna
PRG-0009,732,2000.0,Aryna Siamashka
PRG-0009,2804,2000.0,Emin Suleymanov
PRG-0009,2519,10000.0,Emin Suleymanov
PRG-0009,3081,9000.0,Andrea Fortuny
PRG-0009,258,4000.0,Aryna Siamashka
PRG-0009,2602,3000.0,Emin Suleymanov
PRG-0009,523,5000.0,Aryna Siamashka
PRG-0009,649,10000.0,Emin Suleymanov
PRG-0009,1770,4000.0,Emin Suleymanov
PRG-0009,2551,8000.0,Andrea Fortuny
PRG-0009,1783,3000.0,Adam Puzyna
PRG-0009,1461,2000.0,Emin Suleymanov
PRG-0009,1888,7000.0,Fidan Aliyeva
PRG-0009,2808,2000.0,Aryna Siamashka
PRG-0009,2983,8000.0,Fidan Aliyeva
PRG-0009,662,7000.0,Fidan Aliyeva
PRG-0009,1770,8000.0,Adam Puzyna
PRG-0009,2741,4000.0,Andrea Fortuny
PRG-0009,2751,6000.0,Andrea Fortuny
PRG-0009,1861,8000.0,Fidan Aliyeva
PRG-0009,3376,5000.0,Emin Suleymanov
PRG-0009,501,3000.0,Aryna Siamashka
PRG-0009,1646,6000.0,Emin Suleymanov
PRG-0009,1132,9000.0,Aryna Siamashka
PRG-0009,2245,4000.0,Andrea Fortuny
PRG-0009,1870,3000.0,Adam Puzyna
PRG-0009,1836,3000.0,Emin Suleymanov
PRG-0009,868,4000.0,Aryna Siamashka
PRG-0009,1416,2000.0,Fidan Aliyeva
PRG-0009,1582,9000.0,Fidan Aliyeva
PRG-0009,992,6000.0,Adam Puzyna
PRG-0009,560,7000.0,Adam Puzyna
PRG-0009,765,9000.0,Emin Suleymanov
PRG-0009,2747,9000.0,Adam Puzyna
PRG-0009,343,8000.0,Fidan Aliyeva
PRG-0009,3226,10000.0,Fidan Aliyeva
PRG-0009,451,9000.0,Adam Puzyna
PRG-0009,246,9000.0,Aryna Siamashka
PRG-0009,2980,10000.0,Aryna Siamashka
PRG-0009,384,7000.0,Aryna Siamashka
PRG-0009,3400,7000.0,Fidan Aliyeva
PRG-0009,1841,10000.0,Andrea Fortuny
